EXPOCODE,cruise,date,StationID,BottleID,LATITUDE,LONGITUDE,depth,Temperature,Salinity,NO3_plus_NO2,SRP,DOP,DOP_flag,region,method,reference
,BIOSOPE,2004-10-28,21,21,-8.32545,-141.27521,5.6,27.793,35.56,1.54,0.39,0.21,2,South Pacific,Wet oxidation,Raimbault; P.; Garcia; N.; and Cerutti; F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean   evidence for long-term accumulation of organic matter in nitrogen-depleted waters; Biogeosciences; 5; 281 298; https://doi.org/10.5194/bg-5-281-2008; 2008
,AMT17,2005-11-18,49,,-23.76301,-16.52736,149.9,20.137,36.411,0,0.26,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-18,49,,-23.76301,-16.52736,159.9,20.054,36.389,0.01,0.26,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-18,49,,-23.76301,-16.52736,163.6,20.044,36.386,0.01,0.25,0.04,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-18,49,,-23.76301,-16.52736,170.1,19.969,36.367,0.02,0.25,0.05,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-18,49,,-23.76301,-16.52736,175,19.925,36.356,0.04,0.24,0.04,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-18,49,,-23.76301,-16.52736,245.9,17.037,35.735,3.02,0.43,0.04,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-18,49,,-23.76301,-16.52736,300.4,14.507,35.363,7.96,0.71,0.03,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,18.5,20.742,36.088,0,0.26,0.21,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,31.4,19.621,36.03,0,0.27,0.24,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,56.3,18.63,35.961,0,0.26,0.23,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,81.1,18.213,35.929,0,0.26,0.21,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,101.1,18.076,35.948,0.01,0.25,0.2,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,116.2,17.915,35.921,0.01,0.25,0.18,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,128.2,17.775,35.895,0.17,0.25,0.18,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,135.2,17.676,35.874,0.45,0.26,0.14,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,150.8,17.529,35.842,0.91,0.28,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,170.7,17.337,35.797,1.69,0.32,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,191,15.97,35.53,4.28,0.48,0.07,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,201.5,15.434,35.444,5.52,0.57,0.06,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-19,50,,-26.14092,-11.05722,299.4,13.133,35.187,10.29,0.85,0.04,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,2,21.274,36.044,0,0.28,0.24,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,13.1,21.24,36.041,0,0.29,0.21,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,23.4,20.021,36.013,0,0.29,0.19,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,43.3,19.653,36.025,0,0.3,0.17,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,85,17.527,35.715,0.01,0.29,0.14,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,93.9,17.359,35.704,0.32,0.32,0.14,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,97.7,17.067,35.654,1.33,0.39,0.15,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,103.2,16.715,35.601,2.24,0.44,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,112.7,16.319,35.534,3.85,0.53,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,147.5,15.157,35.359,7.43,0.72,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,200.3,13.853,35.212,9.9,0.86,0.08,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-20,51,,-27.39677,-8.11673,300.8,12.115,35.053,13.17,1.05,0.05,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,1.3,21.472,36.144,0,0.25,0.25,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,17,20.799,36.121,0,0.24,0.24,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,31.1,20.277,36.082,0,0.23,0.2,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,56.1,19.797,36.059,0,0.23,0.18,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,109.6,18.059,35.788,0,0.24,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,121.4,17.352,35.694,0.15,0.24,0.14,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,128,16.922,35.625,1.23,0.31,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,133.6,16.755,35.611,2.37,0.38,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,149.5,16.304,35.543,3.82,0.47,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,190.8,14.684,35.296,8.45,0.73,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-21,53,,-28.85446,-4.68811,299.4,12.449,35.076,13.79,1.05,0.07,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,8.1,18.6,35.708,0,0.22,0.26,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,15.4,17.992,35.676,0,0.21,0.27,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,28.4,17.573,35.646,0,0.2,0.25,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,46.8,17.084,35.631,0.04,0.21,0.21,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,55.4,16.981,35.622,0.13,0.22,0.2,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,64,16.856,35.607,0.55,0.25,0.19,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,70.3,16.824,35.606,0.86,0.26,0.16,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,74.9,16.775,35.604,1.39,0.27,0.13,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,96.1,16.555,35.587,1.76,0.29,0.11,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,199.7,15.415,35.429,2.61,0.36,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-22,55,,-30.67318,-0.2998,299.5,13.917,35.221,7.16,0.63,0.05,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-23,57,,-32.52798,4.23609,1.8,17.605,35.532,0,0.29,0.29,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-23,57,,-32.52798,4.23609,8.1,17.618,35.534,0,0.29,0.27,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-23,57,,-32.52798,4.23609,15,17.149,35.502,0,0.29,0.24,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-23,57,,-32.52798,4.23609,55.3,16.414,35.502,0.05,0.3,0.18,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-23,57,,-32.52798,4.23609,58.3,16.247,35.467,0.38,0.33,0.17,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-23,57,,-32.52798,4.23609,69.5,16.187,35.489,1.14,0.38,0.13,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-23,57,,-32.52798,4.23609,75,16.078,35.47,0.77,0.36,0.11,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-23,57,,-32.52798,4.23609,86.1,15.995,35.477,0.18,0.34,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-23,57,,-32.52798,4.23609,298.2,13.346,35.179,8.53,0.8,0.06,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,6.4,17.988,35.549,0.01,0.21,0.24,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,10,17.52,35.547,0,0.22,0.2,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,17.7,17.328,35.537,0,0.21,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,29.7,16.559,35.507,0,0.21,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,35.3,16.328,35.517,0.24,0.23,0.14,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,41.6,16.185,35.524,0.88,0.27,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,49.3,16.17,35.525,0.99,0.28,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,63.4,16.115,35.524,1.02,0.28,0.01,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,100.1,15.815,35.498,2.2,0.32,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,198.7,14.381,35.259,4.02,0.44,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,59,,-33.64581,8.91522,303.8,13.121,35.131,8.29,0.67,0.07,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,1.7,18.358,35.532,0.03,0.08,0.19,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,4.9,18.381,35.53,0.03,0.08,0.18,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,9.5,17.581,35.517,0.04,0.09,0.19,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,14.9,17.214,35.516,0.46,0.13,0.13,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,19.9,16.911,35.51,1.38,0.19,0.16,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,24.7,16.188,35.509,1.6,0.22,0.09,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,26.6,16.088,35.512,1.81,0.25,0.16,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,30.7,16.045,35.515,2.01,0.27,0.14,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,39.9,15.99,35.517,2.37,0.3,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,60.4,15.934,35.514,2.86,0.33,0.12,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
,AMT17,2005-11-24,61,,-33.90676,10.30315,99.4,15.852,35.506,4.3,0.4,0.1,2,South Atlantic,UV oxidation,Mather; R.; Reynolds; S.; Wolff; G. et al. Phosphorus cycling in the North and South Atlantic Ocean subtropical gyres. Nature Geosci 1; 439 443 (2008). https://doi.org/10.1038/ngeo232
